UserID,CourseID,EnrollmentCode,ActionDate,LastUpdated,CreditHours,ProgramCode
2927,ANTH504,W,2025-08-26,2025-08-26T00:00:00Z,2,UNDECLARED
2927,PSYC377,D,2025-09-20,2025-09-20T00:00:00Z,3,GEN-ED
2928,PHIL575,D,2025-09-04,2025-09-04T00:00:00Z,3,BIO-MS
2928,BIO460,E,2025-09-20,2025-09-20T00:00:00Z,2,ECON-MS
2928,ART299,E,2025-09-01,2025-09-01T00:00:00Z,3,CS-BS
2928,POLS500,E,2025-09-18,2025-09-18T00:00:00Z,3,UNDECLARED
2928,ANTH508,E,2025-09-07,2025-09-07T00:00:00Z,3,ECON-BS
2929,CS160,W,2025-09-11,2025-09-11T00:00:00Z,4,ECON-BS
2929,BIO535,E,2025-09-08,2025-09-08T00:00:00Z,3,ENG-MA
2929,CHEM247,E,2025-09-16,2025-09-16T00:00:00Z,4,HIST-BA
2929,POLS373,E,2025-09-02,2025-09-02T00:00:00Z,4,MATH-BS
2929,ANTH257,E,2025-09-18,2025-09-18T00:00:00Z,3,BIO-MS
2930,MATH597,W,2025-09-18,2025-09-18T00:00:00Z,2,ENG-BA
2930,SPAN391,E,2025-09-14,2025-09-14T00:00:00Z,3,BIO-MS
2931,PHIL176,E,2025-09-09,2025-09-09T00:00:00Z,4,HIST-BA
2931,FREN328,E,2025-09-17,2025-09-17T00:00:00Z,3,ECON-BS
2931,MATH423,D,2025-09-03,2025-09-03T00:00:00Z,3,CHEM-BS
2931,ENG479,E,2025-08-26,2025-08-26T00:00:00Z,3,UNDECLARED
2931,STAT200,E,2025-08-27,2025-08-27T00:00:00Z,3,PHY-BS
2932,ECON482,E,2025-09-04,2025-09-04T00:00:00Z,4,ENG-MA
2932,ANTH178,W,2025-08-25,2025-08-25T00:00:00Z,3,GEN-ED
2933,MATH388,E,2025-09-15,2025-09-15T00:00:00Z,3,ECON-BS
2933,CHEM248,E,2025-08-28,2025-08-28T00:00:00Z,3,ENG-BA
2933,GERM545,W,2025-09-01,2025-09-01T00:00:00Z,4,HIST-BA
2933,CHEM212,E,2025-09-23,2025-09-23T00:00:00Z,1,ECON-MS
2934,PHY389,E,2025-09-16,2025-09-16T00:00:00Z,2,CS-MS
2934,PHY276,E,2025-08-31,2025-08-31T00:00:00Z,3,PSYC-MS
2934,ART320,E,2025-09-14,2025-09-14T00:00:00Z,3,ECON-MS
2934,CS281,D,2025-08-29,2025-08-29T00:00:00Z,3,HIST-MA
2935,MATH375,W,2025-08-27,2025-08-27T00:00:00Z,1,ECON-BS
2935,PSYC238,W,2025-09-07,2025-09-07T00:00:00Z,3,CHEM-BS
2935,ANTH227,E,2025-09-21,2025-09-21T00:00:00Z,3,UNDECLARED
2936,PSYC480,E,2025-09-08,2025-09-08T00:00:00Z,3,ENG-BA
2936,PSYC379,E,2025-09-17,2025-09-17T00:00:00Z,3,UNDECLARED
2936,STAT216,E,2025-08-28,2025-08-28T00:00:00Z,4,PSYC-MS
2936,GEOL498,E,2025-09-17,2025-09-17T00:00:00Z,2,CS-MS
2936,STAT539,E,2025-09-06,2025-09-06T00:00:00Z,4,CS-MS
2937,CHEM535,E,2025-09-02,2025-09-02T00:00:00Z,2,CS-BS
2937,PHY235,E,2025-09-11,2025-09-11T00:00:00Z,1,CS-BS
2937,CS581,W,2025-09-07,2025-09-07T00:00:00Z,5,MATH-MS
2937,ART574,E,2025-09-21,2025-09-21T00:00:00Z,4,PSYC-MS
2938,FREN113,E,2025-09-09,2025-09-09T00:00:00Z,2,ECON-BS
2938,ECON369,E,2025-08-27,2025-08-27T00:00:00Z,4,CS-MS
2938,SPAN129,E,2025-09-02,2025-09-02T00:00:00Z,4,GEN-ED
2938,CHEM316,E,2025-09-03,2025-09-03T00:00:00Z,2,CS-BS
2939,SPAN445,E,2025-09-02,2025-09-02T00:00:00Z,5,BIO-BS
2939,SOC238,W,2025-08-26,2025-08-26T00:00:00Z,4,ECON-BS
2939,POLS186,E,2025-09-13,2025-09-13T00:00:00Z,2,ENG-BA
2939,STAT526,E,2025-09-21,2025-09-21T00:00:00Z,3,CS-BS
2940,PSYC395,E,2025-09-19,2025-09-19T00:00:00Z,3,PHY-MS
2940,MUS173,E,2025-09-06,2025-09-06T00:00:00Z,3,HIST-BA
2940,CHEM597,E,2025-09-12,2025-09-12T00:00:00Z,3,BIO-BS
2941,GEOL461,E,2025-08-26,2025-08-26T00:00:00Z,2,PHY-BS
2941,GEOL517,E,2025-08-28,2025-08-28T00:00:00Z,3,CS-MS
2941,ANTH487,E,2025-09-19,2025-09-19T00:00:00Z,4,BIO-BS
2942,ENG156,E,2025-09-18,2025-09-18T00:00:00Z,3,MATH-MS
2942,BIO594,W,2025-09-19,2025-09-19T00:00:00Z,2,BIO-MS
2942,CS272,E,2025-09-21,2025-09-21T00:00:00Z,3,UNDECLARED
2942,GERM584,E,2025-09-04,2025-09-04T00:00:00Z,3,MATH-MS
2942,ENG288,E,2025-09-16,2025-09-16T00:00:00Z,3,MATH-MS
2943,SOC160,E,2025-09-13,2025-09-13T00:00:00Z,4,HIST-MA
2943,ART535,E,2025-09-21,2025-09-21T00:00:00Z,3,PHY-MS
2943,MUS533,E,2025-09-05,2025-09-05T00:00:00Z,3,CS-BS
2943,MATH141,W,2025-09-15,2025-09-15T00:00:00Z,3,CHEM-BS
2943,BIO381,E,2025-09-20,2025-09-20T00:00:00Z,3,ECON-BS
2944,MATH388,E,2025-09-06,2025-09-06T00:00:00Z,3,MATH-MS
2944,ANTH487,E,2025-08-27,2025-08-27T00:00:00Z,4,MATH-MS
2944,GEOL417,W,2025-09-13,2025-09-13T00:00:00Z,3,PHY-MS
2944,HIST164,E,2025-09-16,2025-09-16T00:00:00Z,4,MATH-MS
2945,GEOL287,E,2025-09-03,2025-09-03T00:00:00Z,3,CHEM-MS
2945,STAT321,E,2025-09-20,2025-09-20T00:00:00Z,3,CS-MS
2945,SPAN142,E,2025-09-01,2025-09-01T00:00:00Z,5,ENG-BA
2946,FREN327,E,2025-08-28,2025-08-28T00:00:00Z,1,BIO-MS
2946,MATH544,E,2025-09-19,2025-09-19T00:00:00Z,3,CS-MS
2946,ART217,E,2025-08-29,2025-08-29T00:00:00Z,3,CHEM-BS
2947,GEOL417,E,2025-09-06,2025-09-06T00:00:00Z,3,PHY-BS
2947,PHY177,E,2025-09-10,2025-09-10T00:00:00Z,2,GEN-ED
2947,FREN257,E,2025-09-09,2025-09-09T00:00:00Z,2,ECON-MS
2947,CS149,E,2025-09-21,2025-09-21T00:00:00Z,3,PSYC-BS
2948,ANTH254,W,2025-09-15,2025-09-15T00:00:00Z,4,CS-MS
2948,FREN577,E,2025-09-04,2025-09-04T00:00:00Z,4,CHEM-MS
2948,PHY165,E,2025-09-23,2025-09-23T00:00:00Z,4,ENG-BA
2949,SOC101,E,2025-09-06,2025-09-06T00:00:00Z,3,ENG-BA
2949,ECON544,E,2025-08-28,2025-08-28T00:00:00Z,4,BIO-BS
2949,PHY276,E,2025-09-11,2025-09-11T00:00:00Z,3,PHY-MS
2949,SPAN408,W,2025-09-11,2025-09-11T00:00:00Z,4,CHEM-MS
2950,SOC516,D,2025-09-10,2025-09-10T00:00:00Z,4,CHEM-MS
2950,SOC558,W,2025-08-31,2025-08-31T00:00:00Z,2,CS-BS
2950,POLS132,E,2025-09-20,2025-09-20T00:00:00Z,3,PHY-MS
2950,GERM531,E,2025-09-14,2025-09-14T00:00:00Z,2,MATH-MS
2951,ECON230,E,2025-09-07,2025-09-07T00:00:00Z,3,MATH-BS
2951,HIST405,E,2025-08-31,2025-08-31T00:00:00Z,3,MATH-BS
2951,CS396,E,2025-09-22,2025-09-22T00:00:00Z,3,UNDECLARED
2952,GEOL587,E,2025-08-27,2025-08-27T00:00:00Z,3,CHEM-BS
2952,ENG494,E,2025-09-05,2025-09-05T00:00:00Z,3,GEN-ED
2952,BIO145,E,2025-09-20,2025-09-20T00:00:00Z,1,ECON-BS
2952,CS492,W,2025-09-08,2025-09-08T00:00:00Z,3,MATH-BS
2952,HIST201,E,2025-09-17,2025-09-17T00:00:00Z,2,CS-MS
2953,ECON331,D,2025-09-20,2025-09-20T00:00:00Z,4,HIST-MA
2953,MUS467,W,2025-08-25,2025-08-25T00:00:00Z,3,PHY-MS
2953,POLS407,E,2025-09-11,2025-09-11T00:00:00Z,3,HIST-MA
2953,SPAN251,E,2025-08-31,2025-08-31T00:00:00Z,3,CS-MS
2953,GERM292,D,2025-08-31,2025-08-31T00:00:00Z,3,UNDECLARED
2954,HIST364,W,2025-09-08,2025-09-08T00:00:00Z,2,MATH-BS
2954,GERM343,E,2025-09-09,2025-09-09T00:00:00Z,3,PSYC-MS
2954,PSYC235,E,2025-09-14,2025-09-14T00:00:00Z,4,CS-MS
2955,FREN451,E,2025-08-30,2025-08-30T00:00:00Z,4,HIST-MA
2955,MUS380,E,2025-08-26,2025-08-26T00:00:00Z,2,ENG-MA
2956,ECON501,D,2025-09-20,2025-09-20T00:00:00Z,3,ECON-MS
2956,GERM118,E,2025-09-18,2025-09-18T00:00:00Z,3,ENG-MA
2956,HIST524,W,2025-09-21,2025-09-21T00:00:00Z,2,GEN-ED
2956,PHY331,E,2025-08-26,2025-08-26T00:00:00Z,3,ENG-BA
2957,SOC121,E,2025-08-31,2025-08-31T00:00:00Z,3,CS-BS
2957,FREN189,W,2025-09-05,2025-09-05T00:00:00Z,4,MATH-BS
2957,STAT489,E,2025-09-22,2025-09-22T00:00:00Z,5,HIST-MA
2958,MATH468,E,2025-09-21,2025-09-21T00:00:00Z,4,CHEM-MS
2958,MUS463,W,2025-09-02,2025-09-02T00:00:00Z,2,MATH-BS
2958,POLS265,E,2025-09-13,2025-09-13T00:00:00Z,3,PSYC-MS
2958,ENG243,E,2025-08-30,2025-08-30T00:00:00Z,3,CHEM-MS
2958,ART510,E,2025-09-12,2025-09-12T00:00:00Z,3,PSYC-MS
2959,PHY149,W,2025-09-06,2025-09-06T00:00:00Z,2,ECON-BS
2959,CS227,E,2025-08-27,2025-08-27T00:00:00Z,4,CHEM-MS
2959,FREN314,E,2025-09-05,2025-09-05T00:00:00Z,3,PSYC-BS
2959,CHEM136,E,2025-09-03,2025-09-03T00:00:00Z,3,MATH-MS
2959,MATH120,W,2025-09-14,2025-09-14T00:00:00Z,2,BIO-MS
2960,ECON539,E,2025-09-22,2025-09-22T00:00:00Z,3,ECON-MS
2960,POLS373,E,2025-09-21,2025-09-21T00:00:00Z,4,BIO-MS
2960,MATH236,W,2025-09-06,2025-09-06T00:00:00Z,4,BIO-BS
2960,MATH172,E,2025-09-04,2025-09-04T00:00:00Z,2,MATH-MS
2961,MUS473,W,2025-09-19,2025-09-19T00:00:00Z,3,ENG-BA
2961,HIST192,E,2025-09-19,2025-09-19T00:00:00Z,2,PSYC-MS
2962,GEOL287,E,2025-09-08,2025-09-08T00:00:00Z,3,PSYC-MS
2962,POLS134,E,2025-08-27,2025-08-27T00:00:00Z,3,GEN-ED
2962,POLS592,E,2025-09-03,2025-09-03T00:00:00Z,2,PSYC-MS
2962,CHEM463,W,2025-09-21,2025-09-21T00:00:00Z,3,MATH-MS
2962,GEOL373,E,2025-09-14,2025-09-14T00:00:00Z,4,GEN-ED
2963,GERM312,D,2025-09-18,2025-09-18T00:00:00Z,4,PHY-BS
2963,CS153,E,2025-09-08,2025-09-08T00:00:00Z,3,ECON-BS
2963,BIO153,E,2025-09-14,2025-09-14T00:00:00Z,3,ECON-MS
2963,CS101,E,2025-09-17,2025-09-17T00:00:00Z,3,PHY-BS
2964,ENG222,E,2025-09-20,2025-09-20T00:00:00Z,4,ENG-BA
2964,HIST145,E,2025-09-20,2025-09-20T00:00:00Z,2,GEN-ED
2965,PHIL388,E,2025-09-18,2025-09-18T00:00:00Z,3,BIO-BS
2965,ENG295,W,2025-08-29,2025-08-29T00:00:00Z,4,CS-BS
2965,PSYC134,E,2025-09-19,2025-09-19T00:00:00Z,3,ENG-MA
2965,ART558,E,2025-09-16,2025-09-16T00:00:00Z,2,PHY-MS
2966,FREN133,E,2025-09-03,2025-09-03T00:00:00Z,4,CS-BS
2966,ART283,E,2025-09-15,2025-09-15T00:00:00Z,3,PSYC-MS
2967,PSYC447,E,2025-08-29,2025-08-29T00:00:00Z,3,ECON-BS
2967,MATH425,E,2025-09-09,2025-09-09T00:00:00Z,4,BIO-MS
2968,STAT325,E,2025-08-31,2025-08-31T00:00:00Z,2,HIST-BA
2968,GEOL292,E,2025-09-12,2025-09-12T00:00:00Z,3,MATH-BS
2968,PHIL217,E,2025-08-27,2025-08-27T00:00:00Z,3,UNDECLARED
2969,MATH272,E,2025-09-22,2025-09-22T00:00:00Z,3,CHEM-MS
2969,SOC413,E,2025-09-02,2025-09-02T00:00:00Z,4,CHEM-BS
2969,BIO393,W,2025-09-06,2025-09-06T00:00:00Z,3,CHEM-MS
2969,CHEM310,E,2025-09-22,2025-09-22T00:00:00Z,2,HIST-MA
2970,SPAN577,W,2025-08-25,2025-08-25T00:00:00Z,3,CHEM-MS
2970,PHIL358,E,2025-09-02,2025-09-02T00:00:00Z,4,ENG-MA
2971,SPAN212,E,2025-09-17,2025-09-17T00:00:00Z,3,ECON-MS
2971,POLS382,E,2025-09-11,2025-09-11T00:00:00Z,2,PSYC-BS
2971,CS222,E,2025-09-21,2025-09-21T00:00:00Z,4,ECON-MS
2972,GERM378,E,2025-08-29,2025-08-29T00:00:00Z,3,BIO-MS
2972,MATH169,E,2025-08-29,2025-08-29T00:00:00Z,2,ECON-BS
2972,HIST379,W,2025-09-17,2025-09-17T00:00:00Z,2,GEN-ED
2972,HIST551,E,2025-09-11,2025-09-11T00:00:00Z,3,CS-MS
2973,HIST213,W,2025-09-02,2025-09-02T00:00:00Z,3,UNDECLARED
2973,GERM564,E,2025-09-23,2025-09-23T00:00:00Z,2,CS-BS
2974,ENG557,W,2025-09-16,2025-09-16T00:00:00Z,3,BIO-BS
2974,BIO355,E,2025-09-19,2025-09-19T00:00:00Z,3,PSYC-MS
2974,STAT568,E,2025-08-31,2025-08-31T00:00:00Z,2,ENG-MA
2974,MATH434,E,2025-09-08,2025-09-08T00:00:00Z,4,CHEM-BS
2974,HIST194,E,2025-08-31,2025-08-31T00:00:00Z,3,BIO-BS
2975,CHEM565,E,2025-09-12,2025-09-12T00:00:00Z,2,PHY-BS
2975,BIO423,W,2025-09-18,2025-09-18T00:00:00Z,3,HIST-BA
2975,CS424,E,2025-08-25,2025-08-25T00:00:00Z,2,CHEM-BS
2975,FREN151,E,2025-09-14,2025-09-14T00:00:00Z,3,MATH-MS
2976,MUS173,E,2025-08-30,2025-08-30T00:00:00Z,3,ENG-MA
2976,ENG345,W,2025-08-25,2025-08-25T00:00:00Z,3,BIO-BS
2976,STAT547,E,2025-09-04,2025-09-04T00:00:00Z,2,CHEM-BS
2976,GERM317,D,2025-09-15,2025-09-15T00:00:00Z,3,ENG-BA
2976,PSYC520,E,2025-09-11,2025-09-11T00:00:00Z,5,ECON-BS
2977,ENG207,E,2025-09-15,2025-09-15T00:00:00Z,3,BIO-MS
2977,CHEM417,E,2025-09-18,2025-09-18T00:00:00Z,4,BIO-BS
2977,PSYC497,E,2025-09-14,2025-09-14T00:00:00Z,4,BIO-MS
2977,ECON533,E,2025-09-07,2025-09-07T00:00:00Z,3,MATH-BS
2977,CHEM541,E,2025-09-13,2025-09-13T00:00:00Z,1,UNDECLARED
2978,ENG477,E,2025-09-15,2025-09-15T00:00:00Z,3,ECON-BS
2978,CS590,E,2025-09-10,2025-09-10T00:00:00Z,3,BIO-MS
2978,PHIL493,E,2025-09-03,2025-09-03T00:00:00Z,1,ENG-BA
2979,MATH179,E,2025-09-15,2025-09-15T00:00:00Z,3,MATH-MS
2979,ART118,W,2025-09-06,2025-09-06T00:00:00Z,3,HIST-BA
2979,CS253,D,2025-09-20,2025-09-20T00:00:00Z,3,CHEM-MS
2980,GERM449,E,2025-08-28,2025-08-28T00:00:00Z,3,BIO-BS
2980,ECON126,E,2025-09-04,2025-09-04T00:00:00Z,4,PHY-BS
2980,HIST379,E,2025-09-11,2025-09-11T00:00:00Z,2,CHEM-BS
2980,FREN196,D,2025-09-05,2025-09-05T00:00:00Z,2,ECON-BS
2980,SPAN570,E,2025-09-21,2025-09-21T00:00:00Z,2,HIST-MA
2981,GERM598,E,2025-09-04,2025-09-04T00:00:00Z,3,CS-BS
2981,SOC584,E,2025-08-29,2025-08-29T00:00:00Z,2,PHY-BS
2981,ECON592,E,2025-09-19,2025-09-19T00:00:00Z,3,CHEM-BS
2981,PHIL359,E,2025-09-03,2025-09-03T00:00:00Z,4,PSYC-BS
2982,CS380,E,2025-08-31,2025-08-31T00:00:00Z,5,MATH-MS
2982,PHY377,E,2025-09-14,2025-09-14T00:00:00Z,3,MATH-MS
2982,POLS173,E,2025-08-29,2025-08-29T00:00:00Z,3,PSYC-BS
2982,BIO128,E,2025-09-19,2025-09-19T00:00:00Z,3,PSYC-BS
2982,PHY242,E,2025-08-25,2025-08-25T00:00:00Z,2,UNDECLARED
2983,SOC508,E,2025-09-11,2025-09-11T00:00:00Z,3,CHEM-BS
2983,CHEM541,E,2025-08-29,2025-08-29T00:00:00Z,1,CHEM-BS
2983,GEOL377,E,2025-09-12,2025-09-12T00:00:00Z,4,PSYC-MS
2984,STAT335,E,2025-09-23,2025-09-23T00:00:00Z,4,ECON-BS
2984,PSYC272,W,2025-09-05,2025-09-05T00:00:00Z,4,UNDECLARED
2985,GERM331,E,2025-08-31,2025-08-31T00:00:00Z,5,CHEM-BS
2985,HIST436,E,2025-09-15,2025-09-15T00:00:00Z,1,CS-MS
2985,GERM464,E,2025-09-04,2025-09-04T00:00:00Z,4,HIST-MA
2985,PSYC358,E,2025-08-28,2025-08-28T00:00:00Z,1,HIST-MA
2986,GERM259,W,2025-09-04,2025-09-04T00:00:00Z,4,UNDECLARED
2986,ANTH104,E,2025-09-21,2025-09-21T00:00:00Z,3,CS-BS
2986,ART398,E,2025-08-28,2025-08-28T00:00:00Z,3,ENG-MA
2986,GERM564,E,2025-09-20,2025-09-20T00:00:00Z,2,HIST-BA
2986,POLS373,E,2025-08-29,2025-08-29T00:00:00Z,4,CHEM-BS
2987,MATH141,E,2025-09-13,2025-09-13T00:00:00Z,3,ECON-MS
2987,ANTH105,E,2025-08-27,2025-08-27T00:00:00Z,2,MATH-BS
2987,GEOL453,W,2025-09-07,2025-09-07T00:00:00Z,3,PHY-MS
2987,CHEM480,E,2025-09-20,2025-09-20T00:00:00Z,3,MATH-BS
2988,MATH236,D,2025-09-21,2025-09-21T00:00:00Z,4,ECON-BS
2988,CHEM428,E,2025-09-14,2025-09-14T00:00:00Z,4,HIST-BA
2988,PSYC471,E,2025-09-03,2025-09-03T00:00:00Z,3,MATH-BS
2988,SOC507,W,2025-09-02,2025-09-02T00:00:00Z,4,MATH-MS
2988,ANTH370,D,2025-09-15,2025-09-15T00:00:00Z,4,GEN-ED
2989,CHEM428,E,2025-09-17,2025-09-17T00:00:00Z,4,PHY-BS
2989,SPAN577,E,2025-08-26,2025-08-26T00:00:00Z,3,ENG-BA
2989,MUS192,E,2025-09-17,2025-09-17T00:00:00Z,3,BIO-MS
2989,SPAN224,E,2025-08-29,2025-08-29T00:00:00Z,4,BIO-BS
2990,PSYC150,E,2025-08-28,2025-08-28T00:00:00Z,3,CHEM-MS
2990,BIO594,W,2025-09-22,2025-09-22T00:00:00Z,2,CS-MS
2990,PSYC125,W,2025-09-11,2025-09-11T00:00:00Z,3,CHEM-BS
2990,POLS180,D,2025-09-06,2025-09-06T00:00:00Z,3,HIST-MA
2990,MUS435,E,2025-09-09,2025-09-09T00:00:00Z,5,HIST-BA
2991,CS336,E,2025-09-18,2025-09-18T00:00:00Z,3,PSYC-BS
2991,ECON592,E,2025-09-23,2025-09-23T00:00:00Z,3,PHY-BS
2992,ART283,W,2025-09-22,2025-09-22T00:00:00Z,3,PSYC-BS
2992,MATH529,E,2025-08-30,2025-08-30T00:00:00Z,3,ENG-MA
2992,PSYC235,E,2025-08-29,2025-08-29T00:00:00Z,4,PHY-BS
2993,ECON322,E,2025-09-03,2025-09-03T00:00:00Z,4,CHEM-BS
2993,STAT555,E,2025-09-22,2025-09-22T00:00:00Z,3,ENG-MA
2993,ART247,E,2025-09-10,2025-09-10T00:00:00Z,3,GEN-ED
2993,HIST375,W,2025-09-03,2025-09-03T00:00:00Z,3,PSYC-BS
2993,ANTH210,W,2025-08-25,2025-08-25T00:00:00Z,3,MATH-BS
2994,CS153,E,2025-09-02,2025-09-02T00:00:00Z,3,ECON-BS
2994,POLS209,E,2025-09-03,2025-09-03T00:00:00Z,3,PHY-BS
2994,ECON464,E,2025-09-22,2025-09-22T00:00:00Z,3,PHY-MS
2994,CS327,W,2025-09-04,2025-09-04T00:00:00Z,3,MATH-MS
2994,CHEM564,E,2025-09-22,2025-09-22T00:00:00Z,4,ENG-MA
2995,GERM468,W,2025-08-31,2025-08-31T00:00:00Z,4,CS-MS
2995,POLS122,E,2025-09-18,2025-09-18T00:00:00Z,3,MATH-BS
2995,SPAN541,E,2025-09-17,2025-09-17T00:00:00Z,3,MATH-BS
2996,CHEM265,E,2025-08-26,2025-08-26T00:00:00Z,2,ENG-BA
2996,BIO569,E,2025-09-05,2025-09-05T00:00:00Z,3,ECON-BS
2997,GERM336,E,2025-08-26,2025-08-26T00:00:00Z,2,MATH-MS
2997,ECON331,E,2025-09-18,2025-09-18T00:00:00Z,4,PSYC-MS
2998,ENG353,E,2025-09-06,2025-09-06T00:00:00Z,3,MATH-BS
2998,PHIL488,E,2025-09-06,2025-09-06T00:00:00Z,1,ECON-BS
2998,GERM322,E,2025-09-20,2025-09-20T00:00:00Z,2,PHY-BS
2999,STAT161,W,2025-08-27,2025-08-27T00:00:00Z,4,PSYC-BS
2999,MATH306,E,2025-09-23,2025-09-23T00:00:00Z,3,ECON-MS
2999,SOC542,D,2025-09-18,2025-09-18T00:00:00Z,2,CS-MS
3000,GERM219,E,2025-08-29,2025-08-29T00:00:00Z,1,CS-MS
3000,MUS293,E,2025-09-07,2025-09-07T00:00:00Z,3,BIO-BS
3000,MUS286,E,2025-09-01,2025-09-01T00:00:00Z,4,HIST-BA
3000,ART343,E,2025-09-16,2025-09-16T00:00:00Z,3,BIO-BS
3001,PHIL358,E,2025-08-29,2025-08-29T00:00:00Z,4,HIST-MA
3001,MUS279,E,2025-09-14,2025-09-14T00:00:00Z,5,PSYC-BS
3002,ENG281,E,2025-09-18,2025-09-18T00:00:00Z,3,HIST-BA
3002,POLS592,E,2025-09-04,2025-09-04T00:00:00Z,2,GEN-ED
3002,PSYC254,E,2025-09-16,2025-09-16T00:00:00Z,3,HIST-MA
3003,GERM134,E,2025-09-07,2025-09-07T00:00:00Z,3,MATH-BS
3003,CHEM411,E,2025-09-02,2025-09-02T00:00:00Z,5,PHY-MS
3003,PHY289,E,2025-08-31,2025-08-31T00:00:00Z,3,ENG-MA
3003,STAT185,W,2025-08-26,2025-08-26T00:00:00Z,3,CS-BS
3003,GEOL365,W,2025-09-08,2025-09-08T00:00:00Z,2,PHY-MS
3004,CS464,E,2025-08-26,2025-08-26T00:00:00Z,3,PHY-MS
3004,ECON480,E,2025-09-14,2025-09-14T00:00:00Z,5,GEN-ED
3004,PSYC293,E,2025-09-09,2025-09-09T00:00:00Z,3,CS-MS
3004,PSYC559,E,2025-09-23,2025-09-23T00:00:00Z,3,BIO-MS
3004,PSYC119,E,2025-09-16,2025-09-16T00:00:00Z,3,UNDECLARED
3005,BIO353,E,2025-08-26,2025-08-26T00:00:00Z,3,CHEM-MS
3005,ECON528,E,2025-08-29,2025-08-29T00:00:00Z,3,UNDECLARED
3005,CHEM243,E,2025-08-28,2025-08-28T00:00:00Z,3,GEN-ED
3005,PSYC539,E,2025-09-12,2025-09-12T00:00:00Z,4,HIST-MA
3006,ECON298,D,2025-09-06,2025-09-06T00:00:00Z,3,PHY-MS
3006,ART457,E,2025-09-11,2025-09-11T00:00:00Z,4,PSYC-MS
3006,GEOL369,E,2025-08-27,2025-08-27T00:00:00Z,3,HIST-MA
3007,MATH209,E,2025-09-13,2025-09-13T00:00:00Z,4,MATH-MS
3007,SPAN476,W,2025-09-20,2025-09-20T00:00:00Z,3,ECON-BS
3008,ECON504,E,2025-08-31,2025-08-31T00:00:00Z,2,PHY-MS
3008,GEOL508,E,2025-09-03,2025-09-03T00:00:00Z,2,PHY-MS
3008,ANTH401,E,2025-08-31,2025-08-31T00:00:00Z,4,PHY-BS
3008,MUS208,E,2025-09-23,2025-09-23T00:00:00Z,3,CS-BS
3009,HIST200,E,2025-09-14,2025-09-14T00:00:00Z,5,ECON-BS
3009,ENG207,E,2025-08-27,2025-08-27T00:00:00Z,3,ENG-MA
3009,HIST444,E,2025-08-26,2025-08-26T00:00:00Z,3,PHY-MS
3010,MATH256,W,2025-09-10,2025-09-10T00:00:00Z,2,HIST-MA
3010,CHEM587,D,2025-09-12,2025-09-12T00:00:00Z,2,PHY-BS
3010,ECON543,E,2025-09-01,2025-09-01T00:00:00Z,3,CS-BS
3010,PSYC204,E,2025-09-21,2025-09-21T00:00:00Z,3,CS-MS
3011,ANTH506,W,2025-09-10,2025-09-10T00:00:00Z,4,ECON-MS
3011,ENG581,E,2025-09-17,2025-09-17T00:00:00Z,5,CHEM-MS
3012,PHY393,E,2025-09-21,2025-09-21T00:00:00Z,2,BIO-MS
3012,SOC369,W,2025-09-19,2025-09-19T00:00:00Z,1,PSYC-BS
3013,MUS339,E,2025-09-17,2025-09-17T00:00:00Z,3,ECON-BS
3013,SOC168,E,2025-09-20,2025-09-20T00:00:00Z,3,HIST-BA
3013,PHIL425,E,2025-09-15,2025-09-15T00:00:00Z,4,BIO-MS
3013,CS253,E,2025-09-08,2025-09-08T00:00:00Z,3,CHEM-BS
3013,STAT385,E,2025-08-27,2025-08-27T00:00:00Z,3,MATH-MS
3014,ANTH470,E,2025-08-30,2025-08-30T00:00:00Z,3,GEN-ED
3014,SPAN476,E,2025-09-19,2025-09-19T00:00:00Z,3,ECON-MS
3015,HIST362,E,2025-09-19,2025-09-19T00:00:00Z,3,UNDECLARED
3015,SOC163,E,2025-09-21,2025-09-21T00:00:00Z,3,HIST-MA
3015,POLS597,E,2025-08-26,2025-08-26T00:00:00Z,4,ENG-MA
3015,ENG531,E,2025-08-29,2025-08-29T00:00:00Z,1,ECON-BS
3015,ANTH546,W,2025-09-15,2025-09-15T00:00:00Z,3,HIST-BA
3016,SOC180,E,2025-09-20,2025-09-20T00:00:00Z,4,ENG-BA
3016,PHIL190,E,2025-08-27,2025-08-27T00:00:00Z,3,CS-BS
3016,PSYC335,E,2025-09-16,2025-09-16T00:00:00Z,4,CS-BS
3016,ENG338,E,2025-09-07,2025-09-07T00:00:00Z,2,PHY-MS
3017,PHIL359,W,2025-08-27,2025-08-27T00:00:00Z,4,ECON-BS
3017,SOC417,E,2025-08-25,2025-08-25T00:00:00Z,3,PHY-BS
3017,GEOL168,E,2025-09-19,2025-09-19T00:00:00Z,2,ENG-MA
3017,PHIL578,E,2025-09-03,2025-09-03T00:00:00Z,3,CS-BS
3018,HIST524,E,2025-09-17,2025-09-17T00:00:00Z,2,ECON-MS
3018,ECON159,E,2025-08-28,2025-08-28T00:00:00Z,2,GEN-ED
3018,CS424,E,2025-09-03,2025-09-03T00:00:00Z,2,ECON-MS
3018,SPAN302,E,2025-09-18,2025-09-18T00:00:00Z,2,ENG-BA
3019,FREN348,E,2025-08-25,2025-08-25T00:00:00Z,3,UNDECLARED
3019,SOC296,E,2025-09-05,2025-09-05T00:00:00Z,2,UNDECLARED
3019,PSYC343,E,2025-09-02,2025-09-02T00:00:00Z,2,CS-MS
